epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
558,3194.46,0.74416,0.43878,1.55207,0.9756,0.95098,0.98379,0.79094,0.80114,0.43768,1.92503,0.0008095,0.0008095,0.0008095
559,3200.14,0.75185,0.43944,1.52215,0.97741,0.95098,0.98431,0.78747,0.80317,0.43817,1.9245,0.000793,0.000793,0.000793
560,3205.81,0.75105,0.43778,1.54932,0.97957,0.95098,0.98392,0.78762,0.80337,0.43836,1.9254,0.0007765,0.0007765,0.0007765
561,3211.48,0.7326,0.43356,1.50419,0.9803,0.95098,0.98382,0.78614,0.80267,0.44132,1.92753,0.00076,0.00076,0.00076
562,3217.15,0.74731,0.42924,1.50704,0.98012,0.95098,0.98406,0.78712,0.80334,0.43874,1.93083,0.0007435,0.0007435,0.0007435
563,3222.81,0.76112,0.4358,1.54051,0.98481,0.94608,0.984,0.78805,0.80688,0.44056,1.9324,0.000727,0.000727,0.000727
564,3228.46,0.74162,0.42695,1.55406,0.97974,0.94823,0.9842,0.78619,0.80427,0.43797,1.9289,0.0007105,0.0007105,0.0007105
565,3234.12,0.73979,0.43444,1.50537,0.97972,0.94728,0.98486,0.78878,0.80258,0.43798,1.92718,0.000694,0.000694,0.000694
566,3239.8,0.74351,0.44013,1.54064,0.97978,0.94998,0.98509,0.7899,0.80332,0.43827,1.92779,0.0006775,0.0006775,0.0006775
567,3245.48,0.74,0.42942,1.52754,0.97978,0.9503,0.98491,0.79377,0.8039,0.43787,1.93035,0.000661,0.000661,0.000661
568,3251.48,0.75518,0.4415,1.52827,0.97816,0.95098,0.98506,0.79425,0.80205,0.43554,1.92296,0.0006445,0.0006445,0.0006445
569,3257.13,0.73763,0.43208,1.51767,0.97486,0.95098,0.98483,0.79535,0.7967,0.43417,1.91531,0.000628,0.000628,0.000628
570,3262.79,0.74362,0.43165,1.54967,0.97445,0.95098,0.98483,0.79613,0.79641,0.43441,1.91074,0.0006115,0.0006115,0.0006115
571,3268.47,0.7362,0.43046,1.51057,0.97496,0.95451,0.98481,0.79415,0.79855,0.43229,1.91259,0.000595,0.000595,0.000595
572,3274.16,0.73699,0.42682,1.5178,0.97427,0.95098,0.98471,0.794,0.79874,0.4344,1.91877,0.0005785,0.0005785,0.0005785
573,3279.83,0.74548,0.42934,1.54017,0.97496,0.95419,0.98506,0.7949,0.79934,0.43092,1.92096,0.000562,0.000562,0.000562
574,3285.5,0.76625,0.43603,1.55588,0.97494,0.95369,0.98499,0.79359,0.79904,0.43486,1.92261,0.0005455,0.0005455,0.0005455
575,3291.18,0.74818,0.43352,1.52449,0.97639,0.95098,0.98492,0.79406,0.8008,0.43546,1.92958,0.000529,0.000529,0.000529
576,3296.85,0.73644,0.43027,1.51773,0.978,0.95098,0.98495,0.79227,0.80105,0.43168,1.93097,0.0005125,0.0005125,0.0005125
577,3302.52,0.73362,0.42878,1.51935,0.97802,0.95098,0.98512,0.79207,0.80016,0.43065,1.93238,0.000496,0.000496,0.000496
578,3308.21,0.74178,0.42912,1.53366,0.96549,0.95987,0.98517,0.79255,0.80065,0.43004,1.93286,0.0004795,0.0004795,0.0004795
579,3314.28,0.73028,0.42936,1.51374,0.9655,0.96025,0.98532,0.79085,0.8038,0.43002,1.93421,0.000463,0.000463,0.000463
580,3320.26,0.72461,0.42069,1.50589,0.9655,0.9602,0.98537,0.79175,0.80331,0.43129,1.93651,0.0004465,0.0004465,0.0004465
581,3325.93,0.72523,0.42352,1.51215,0.97971,0.94685,0.9854,0.79005,0.80123,0.42973,1.93637,0.00043,0.00043,0.00043
582,3331.62,0.74419,0.42756,1.52127,0.97975,0.94851,0.98501,0.78676,0.799,0.43118,1.93529,0.0004135,0.0004135,0.0004135
583,3337.29,0.72933,0.42875,1.49592,0.97975,0.94892,0.98467,0.78891,0.79993,0.43277,1.93612,0.000397,0.000397,0.000397
584,3342.97,0.73884,0.43571,1.51226,0.97975,0.94877,0.98424,0.78632,0.80101,0.43352,1.9377,0.0003805,0.0003805,0.0003805
585,3348.67,0.73206,0.42888,1.49509,0.96363,0.96078,0.9841,0.78947,0.80155,0.43522,1.93977,0.000364,0.000364,0.000364
586,3354.35,0.73768,0.43324,1.50278,0.97975,0.94876,0.98394,0.79058,0.80055,0.43342,1.94084,0.0003475,0.0003475,0.0003475
587,3360.01,0.74702,0.43065,1.52666,0.96564,0.96441,0.98371,0.7897,0.7988,0.43608,1.94051,0.000331,0.000331,0.000331
588,3365.68,0.7232,0.42618,1.52182,0.96568,0.96554,0.98359,0.79197,0.79833,0.43953,1.93859,0.0003145,0.0003145,0.0003145
589,3371.36,0.74436,0.42694,1.52262,0.96564,0.96445,0.98349,0.78786,0.79906,0.4429,1.93708,0.000298,0.000298,0.000298
590,3377.14,0.72359,0.42589,1.54497,0.96559,0.96277,0.98306,0.78667,0.79715,0.44073,1.93858,0.0002815,0.0002815,0.0002815
591,3383.21,0.73836,0.42581,1.53294,0.9656,0.96311,0.98255,0.78773,0.79493,0.44047,1.93437,0.000265,0.000265,0.000265
592,3388.87,0.73315,0.42863,1.5648,0.9656,0.9632,0.98257,0.7887,0.79414,0.43966,1.93671,0.0002485,0.0002485,0.0002485
593,3394.53,0.72741,0.42029,1.4723,0.96551,0.96066,0.98268,0.78828,0.79412,0.4399,1.93887,0.000232,0.000232,0.000232
594,3400.2,0.73742,0.43136,1.53059,0.9655,0.96042,0.98269,0.78738,0.79613,0.44005,1.94325,0.0002155,0.0002155,0.0002155
595,3405.87,0.72602,0.42507,1.50871,0.96551,0.96049,0.98279,0.78404,0.79858,0.44055,1.94713,0.000199,0.000199,0.000199
596,3411.52,0.72469,0.41987,1.52757,0.96551,0.96044,0.98294,0.78371,0.79918,0.44121,1.94614,0.0001825,0.0001825,0.0001825
597,3417.18,0.71898,0.42536,1.51916,0.96549,0.96008,0.98308,0.78329,0.80046,0.44056,1.94757,0.000166,0.000166,0.000166
598,3422.83,0.73432,0.42561,1.51682,0.96277,0.96078,0.98325,0.78573,0.80086,0.4383,1.94729,0.0001495,0.0001495,0.0001495
599,3428.49,0.73052,0.42447,1.50568,0.97976,0.94896,0.98353,0.78703,0.80117,0.43909,1.94847,0.000133,0.000133,0.000133
600,3434.17,0.72694,0.41958,1.49146,0.97976,0.949,0.98374,0.78655,0.79955,0.43871,1.94802,0.0001165,0.0001165,0.0001165
